sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
"Seung Min wants to write an honest scenario. To get some inspiration, Seung Min decides not to get out of his room, only watching movies and writing. His friend and would-be actor, Jung Soo hears the news and worries him. One day, a man with a mask comes to Seung Min to invite to a masquerade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A man saves the son of a local don from rivals, and gets a job in the don's gang. Things change when he falls in love with a girl who wants him to quit the gang.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cinematized version of Lee Kwang-su's novel, which tells the story of the dream Josin had, a Buddhist monk at Naksan temple in the era of the Three Kingdoms. In his dream, Josin lives in anxiety and agonizes over a woman. In the process, he lives his whole life and becomes enlightened.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Known to her clients as Dagmar, she's a classy Swedish call girl in Copenhagen. After two years, she's ready quit, and we follow her on what she hopes is her last day in the trade. She wakes at 9 AM, gets her first call and a marriage proposal, checks in with her doctor, pays final visits to various clients, arranges to lease her flat, passes on her black book to a colleague, tries to beg off on an impromptu session with Japanese businessmen, has a quick conversation with her brother, and makes a couple of charitable contributions. All the while, her eyes on the clock, there's the threat of her pimp finding out about her plans. If she pulls it off, what awaits?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Marialist nobleman falls in love with a fado singer, who puts an end to the ephemeral relationship, accepting the love of a teenager, recently arrived from Africa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When war breaks out between oilmen and cattle ranchers, Gene sides with the ranchers until he learns that oil will bring a railraod to town.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A touching story following young shamisen string maker, Saku. Beautiful Saku moves to Lake Yogo, known for its production of quality shamisen strings, only to find her peaceful life turned upside down when a master musician takes personal interest in her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young artist with a terminal illness starts a romance with his brother's fiancee who feels neglected by her busy soon-to-be husband.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPERSTAR is an Urdu language romantic drama in which a struggling actress begins a romance with a major film star.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But, they like each other's company—and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An aimless youth joins a gang out of a sense of gratitude, but complications arise when he falls in love with the sister of the new police officer in town.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A dramatic love triangle between young boy and two girls from different worlds: cute American schoolgirl and painful, loveless student in Soviet boarding school.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Macau photographed with elegant realism forms the backdrop to the life of Lina, a Chinese immigrant working both as a waitress in a restaurant and as a hostess in a bar in order to save money to join her mother and daughter in China. By chance she meets taxi driver Mada, also an immigrant from China. Both have a past they want to forget and love feels like it might be their last chance to avoid being alone. But as is always the case in a melodrama, the past isn't easily tamed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"From Director Brandon Ho & Writer Joseph Reidhead comes the Romantic Comedy ""Missed Connections"" a story about love, identity, the universe, and well, sandwiches.  Marc Reid (Kevin O'Keefe), a discouraged romance novelist, is setup on a blind date with girl named Melissa by his over excited sister Julia (Sarah Kent). Marc, a little less than enthusiastic, ends up picking up Jessie (Tatum Langton) instead of Melissa from the apartment complex. As the night unfolds Jessie and Marc meet up with old friends Gary (Bryce Chamberlain) and Mary (Renny Grames) and make a couple of new friends along the way.  Things are complicated by Jessie's boyfriend Trent (Lawrence Fernandez). But will Jessie and Marc be able to find love? Can Jessie help Marc rediscover romance and his passion of writing or are they cursed to simply be another missed connection?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A young girl rescues a man from a suicide attempt. He turns out to be a sociopath, who begins to take over her life, abusing her both verbally and emotionally, yet she can't seem to tear herself away from him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Seoul businessman comes to Jeju Island and meets a lonely tour guide.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A year after their romance began in Riccione, Vincenzo and Camilla reunite for a vacation on the picturesque Amalfi Coast and put their love to the test.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The life of a young, happy-go-lucky bartender turns topsy-turvy when he encounters two girls in his life at different times.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A struggling musician enters into a chance affair with a married woman. The illicit encounters and resulting bond affect both in lasting and significant ways.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Against her better judgment, a dedicated and hard-working plastic surgeon (Ann Harding) finds herself falling in love with a playboy (Robert Young). Drama.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When the groom's oldest friend, Cole, finds out his best friend, Jason, is getting married, he escapes from the institution he has been incarcerated in and makes a surprise visit to serve as the best man. Something does not seem right between bride, Gretchen, and groom. None of their friends seem to fully support the marriage and have secrets of their own. Unresolved about their relationship and endlessly obsessed with the groom, Cole stirs up everyone and everything, making it a weekend to remember.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Julio Iglesias, internationally famous spanish singer, ends his Europe-wide tour in Paris. Before setting off to perform in America, decides to take a brief holiday in the quiet and peaceful Contadora Island in Panama. There, he meets Claudia, a german archaeology tour guide, for whom he'll start falling for, possibly jeopardizing the whole future of his concert tours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Walter Mitty, a daydreaming writer with an overprotective mother, likes to imagine that he is a hero who experiences fantastic adventures. His dream becomes reality when he accidentally meets a mysterious woman who hands him a little black book. According to her, it contains the locations of the Dutch crown jewels hidden since World War II. Soon, Mitty finds himself in the middle of a confusing conspiracy, where he has difficulty differentiating between fact and fiction.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Samantha, once jilted by her high school sweetheart Jake during Snowcoming, returns home to honor her football coach father, who’s retiring, and runs into Jake, now a famous quarterback. After seeing the library needs updating, Samantha asks Jake to use his celebrity as a draw for a “Tailgate at the Library” fundraiser.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tough Caribbean freighter Captain Sam Whelan engages Sally Clark, a tramp masquerading as a missionary's daughter, to care for an abandoned baby on board his ship. En route to New York, ships mate Gatson sexually attacks her. The Captain knocks Gatson overboard in an ensuing scuffle. A romance developing between the Captain and Miss Clark is put to the test in New York after an assault investigation uncovers the girl's questionable past.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kadhal Sadugudu is a love-comedy movie directed by the director Durai of Mugavari fame. It stars Vikram and Priyanka Trivedi in the lead roles, with Prakash Raj in the supporting role of Priyanka's father. It flopped miserably at the box-office.The film starts off with Prakash Raj, and how he's an important man in the village. when the temple festival starts,Kausalya(Priyanka) goes to her grandpa's house to celebrate. there she meets Suresh(Vikram) and they fall in love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jim Hutton and Mary Archer are two liberals who are content to remain faithful to each other in spirit only. They are married with all the ritual of a church wedding, the bride believing that each should be allowed perfect freedom in personal contacts. Complications arise when these ideals are put into practice.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen is about to enter University. He's been with his girlfriend Sophia for a while but he still hasn't made love to her because she's shy. When Stephen goes to University, he meets Amy and suddenly finds himself torn between two women.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An old professor rents a mysterious old villa, and finds a tape recorded by a previous occupant, detailing her debauched lifestyle and the events leading to her murder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Cheongsam tells about Alice, a lonely Upper East Side socialite, finds herself enchanted by a young Chinese tailor. What will happen with her, let see the movie and discovery yourself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A poor girl, an employee in a company and living in a conservative, popular neighborhood, her character is strong, she loved a teacher, but the story of this love does not continue because of the surrounding circumstances that surround them",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tells the tale of three buddies in their 20's whose love-lives are in shambles. They go to Aspen to pursue the booming trend of dating cougars: hot older women who prey on hot young guys.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Follows three young Tibetans faced with moral dilemmas: a rising pop star asked by her Chinese official boyfriend to sing pro-government songs; her brother, an embittered drunk; and their cousin, a Buddhist nun savagely beaten after shouting anti-Chinese slogans.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giorgio, a young soldier, is in love with the married Clara and becomes her lover.  But they are separated when Giorgio is posted far away, where he meets the unhappy, unhealthy, and unattractive Fosca, who develops a passionate love for Giorgio and tries to make him love her. This rendition of Stephen Sondheim's Tony Award-winning musical was recorded on the stage with it's original all-star Broadway cast. Originally broadcast as part of ""American Playhouse"" on PBS (season thirteen, episode six).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"High schooler Shiori lives with her education-minded mother. Struggling with her life in Tokyo, she travels on behalf of her grandmother to the mystical island Yakushima, where she meets a robot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The love story of an abused English girl and a Chinese Buddhist in a time when London was a brutal and harsh place to live.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This French romantic comedy-drama concerns Claude Langmann, a middle-aged auctioneer, who is in a loving marriage with his second wife of 15 years. Though he is deeply in love with his wife and has remained faithful to her, he finds himself unable to perform in bed. His wife says she is satisfied with Claude's love and tenderness, but he visits a sex specialist anyway. There he learns of Viagra, which is not yet approved in France, though it is available in Switzerland over the counter. Soon Claude is on his way to Geneva, and eager to prove his manhood, tries to bed Agnes, his very attractive and very available assistant. His daughter, who also comes along for the trip, interferes with her own problems.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yogi and Jaya, who have polar opposite personalities and sensibilities, meet via an online dating app. This encounter turns into so much more when the two travel to Rishikesh.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris and Lucy are cut adrift in their thirties struggling to remember what initially attracted them to one another and wondering where do they go from here. Cue an impulsive decision to spend a fortnight interrailing around Europe's most romantic destinations, in the hope that this might save their seemingly doomed relationship.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An American heiress in Europe falls in love with a German prince, but he is required to marry someone else for reasons of state convenience.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Les quatre vérités"" aka ""The Four Truths"" is a movie anthology that consists of four segments, all loosely parodying fables from the 17th-century French poet Jean de la Fontaine. The US cut usually features only 3 segments.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cheon-seok and Mi-seon remarried. Mi-seon goes on a trip with her friends and asks her daughter-in-law to take care of her father-in-law for a week. Her father-in-law and her daughter-in-law came to live together for 7 days. Her daughter-in-law, who tasted her father-in-law's crispy pork belly, falls in love with her father-in-law...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"To settle old scores with a police commissioner, Jagannath, a gangster hires a thug, Ranadheera, to abduct his daughter, Radha. However, trouble ensues when Ranadheera falls in love with Radha.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reiko is a sister who is studying with his successful lawyer brother Sato as a role model. She joins Saburo who is a motivator of the same subject, and she introduces Saburo’s sister, Maya, to her brother to turn her brother’s heart, who does not recognize her boyfriend. Sato is taken away by beautiful Maya. Reiko, who is relieved to see the two of them and dreams of a happy future, suddenly appeared to her ex-girlfriend, Kanbe, and began to blame her for having lost her girlfriend to Sato.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lars lives a life dedicated to his disabled mother and his job at a petrol station. One day the girl he is secretly in love with, Julie, faints at his feet. Julie recovers but suffers from an acute psychosis confusing Lars with her deceased boyfriend Søren. Lars decides to take on Søren's identity and keep Julie locked in her psychosis. This is his chance of a lifetime, to experience love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After he fails to be accepted in college, Vali is questioned by police for participating in various thefts. He needs an alibi and he thinks the best one would be his father in Bucharest. To get there, he steals a motorcycle. In Bucharest he meets store clerk Anișoara, and he invites her to a seaside escapade. Their one day of love and future optimism is ended abruptly by a tragic motorcycle accident.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost and Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passengers on a ship traveling from Mexico to Europe in the 1930s represent society at large in that era. The crew is German, including the ship's Dr. Schumann, who falls in love with one of the passengers, La Condesa. A young American woman, Jenny, is traveling with the man she loves, David. Jenny is fascinated and puzzled by just who some of the other passengers are.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarence Smith is an ex-soldier who is hired for odd jobs by Mr. Wheeler primarily because he has overheard a family argument. And the Wheeler household is going through quite a bit of turmoil -- Mrs. Wheeler feels neglected by her husband and is jealous of Violet Pinney, the governess. Daughter Cora is planning to elope with her father's secretary, Hubert Stem. Son Bobby, meanwhile, has been making passes at the maid.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspired by Ingmar Bergman's Smiles of a Summer Night, a tangled web of affairs is weaved around actress Desirée Armfeldt and the men who love her: lawyer Fredrik Egerman and Count Carl-Magnus Malcom. When Desirée's show travels through Fredrik's town, the estranged lovers' passion rekindles.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daughter Soo-hyeon is living a fun life with her mother Eun-mi. Then suddenly, a strange thing happens to mother Eun-mi and daughter Soo-hyeon, whose bodies changed.  The two are forced to play the role of mother and daughter. Then, when the mother and the daughter have sex with each other's partners, they try to have more intimate and stimulating sex.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the late 1940s, a murderous couple known as the 'The Lonely Hearts Killers' kills close to a dozen people. Two detectives try to nab the duo who find their targets via the personals in the paper.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A group of adventurers head deep into South American jungle in search of an ancient Incan treasure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The action takes place in Paris in the 30-ies. The Countess Louise de... has made debts and she urgently needed cash. She decided to sell the family jeweler Remy earrings — a gift from her husband…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A hard-partying, down-on-her-luck, holiday-hater decides to get married at a Christmas-themed adventure park to a man she hasn't met.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn is a grade school teacher who is exploited by a group of memoryless individuals who reeducate his long-term partner Amy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cute Roman, who enjoys an enviable interest in the female, has an obsessive dream in which a beautiful girl is to him. Roman's life has turned into an unimaginable nightmare, which he sincerely loving man helps to get rid of.",?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A cowboy turns bad for revenge, but can't stomach his new evil ways.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martha Beck, an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez. Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young Parisian woman begins a sordid affair with a middle-aged American businessman who lays out ground rules that their clandestine relationship will be based only on sex.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rock N Roll is a 2007 Malayalam film directed by Renjith. The film stars Mohanlal, Lakshmi Rai, Mukesh and Rahman in lead roles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A man and a woman get married, but soon the husband suffers a lot of boredom and anger because of the constant lying in everything, which drives him to travel to work in Paris",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anton and Erika started out as friends for five years and got into a romantic relationship for seven years. Anton is a commercial director while Erika is a former band member and becomes his stay-at-home partner. The day finally comes when he asks her to marry him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three sketches each from a different director: (1) a dancer who is attracted to lesbians; (2) a call girl who is accosted by a cruel man; (3) a male transvestite - the hentai of the title - exposed at a sunny place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impressionistic reflections on a man's life in the final moments before complete oblivion. Flashes of his love appear before him, but his deteriorating mind burns the final fragments, plunging him into golden dreams as his life washes away forever.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A pimp enforcer takes revenge on a woman who rejected his advances by tricking her into prostitution, but complications arise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poor but brilliant doctor Jayanta (Uttam Kumar) and Mallika (Suchitra Sen), the grand-daughter of one of the richest men in Darjeeling, fall head over heels in love. Mallika's grandfather is not amused and tries to break up the affair when Jayanta goes abroad to study for a higher degree. Will true love conquer all?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jologs portrays the intersecting stories of various working-class people who are all tied to one coffee shop and are struggling to make ends meet in the Philippines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hanae is a woman who wants to marry. She goes to the best matrimonial agency in her town. The agency counselor suggests the ""peeping matchmaking"", which allows her to peek into her partner's private life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A college senior, Jesse, attempts to rescue his girlfriend Selene from the vicious cult that ambushed them along a lonely mountain road.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott gets a visit from Connor which brings his past back to haunt him, but will it change his future?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nam-Ok who has Yun-Ho and Yun-Suk remarries widowed Heung-Yeol who has Hyeong-Tae and Hyeong-Ja. Nam-Ok are concerned about frequent quarrels between half brothers and sisters, but manages to deal with them wisely. As Yun-Ho who went to fishing with him falls into the water, Heung-Yeol tries to save him only to drown himself to death. Fifteen years later, Hyeong-Tae goes abroad to study while Hyeong-Ja lives in extravagance in Seoul. Yun-Suk gets to know Dong-Oh on the train, and Dong-Ho gets to like her, but later misunderstands her due to Hyeong-Ja's scheme, which causes Yun-Suk to commit suicide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tchaikovsky's The Sleeping Beauty is one of the best loved of classical ballets, combining in a single work all the enchantment and virtuosity that ballet has to offer. The royal court, the panoramic journey of the Prince to the overgrown castle, and the great celebratory dances of the happy ending (in which other famous fairy-tale figures appear) are all brought to life by the luscious designs of this celebrated production, created in 1946 for The Royal Ballet. The inspired performances of its revival for the 75th anniversary of the Company in 2006, together with a magnificent High Definition recording, make this a superb tribute to The Royal Ballet's unique style and visual splendour.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Satya lives in a railway colony who dreams of playing for the railway cricket team and eventually representing Team India. Soon he falls madly in love with Nisha. However, Satya`s life takes a drastic change when a local Politician Bhaskar creates havoc in his personal and professional life. 12 Years Later, Satya is a drunk miserable man hopelessly waiting for his love. He is married to Shravani who has been crazily in love with Satya since her childhood. Who`s love has more madness - Satya or Shravani?",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set in Tel Aviv, focuses on an interconnected group of friends and their various relationships. At the center is the adorably bookish Omer, about to turn 30, who still hasn't found himself, and his free-spirited best friend Miki, who both end up inadvertently dating the same handsome journalist, Ronen.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedro goes out searching for a girl, but the night doesn't seem to be good. While he is talking with a friend, he sees Sara breaking up with a boy. He goes after her, and they end up sleeping in his house. Time goes by and they continue together. But Sara has too many men around and Pablo can't stand that. Their relation is difficult, they love each other but, at the same time, they can not be together.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After graduating from high school, Julien left his hometown to build a bigger life in the capital, leaving his memories behind. And then one day, he had to come back, and that day his memories jumped out at him from between two packets of Pépito cookies.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the mid-17th century, Poland was the largest, most democratic, and most tolerant country in Europe. However, a tragic civil war brought about the gradual decline of the once glorious republic...",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A love triangle between a pioneer female writer; her husband -a retired military official-and the love of her life, the painter Moritz Rugendas, with whom she maintains an epistolary relationship for 10 years, with few personal encounters.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sequel to the indie hit, ""Once I Was a Beehive"" and set about two years after that film took place.  The young women and their leaders have grown up (some more than others), and Bree Carrington’s surprise engagement and the whirlwind of wedding planning brings them all back together – with hilarious and touching results.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set in the remote Scottish town of Fort William on Christmas Eve, when life is turned upside down for Jen and Rob. Suddenly finding themselves heartbroken, single and stranded, they team up to try and reach home 100 miles away to be with their families. ""Borrowing"" Jen’s now ex-boyfriend’s classic car, the pair hit the road, but it’s not long before the weather turns for the worse forcing them to continue their journey on foot.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In this romantic comedy, several friends, each dealing with unhappy love lives, turn to each other for help - but not always with the best results.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The film revolves around the story of two girls, Summer and Yuki, who fall in love with each other. It explores the themes of romance, life, and youth. It is an independent film and has been praised for its portrayal of a lesbian romance.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gifted amateur dancer gets her big break on the Berlin Stage in this wartime romantic comedy.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A bleak tale of an affair between an actress and a Russian officer, based on the real story of the affair between Maria Wisnowska and Aleksandr Barteniew.",,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Veronica have finally start controlling her blood lust and got a happy life with her new girlfriend, but one day she gets into a car accident and believes the hunter from her past have come back to finish what he started. She can not stop him without risking losing her craziness for blood.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The story of a young man who has lost every reason to live.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poni and Mini are identical twins. They look so much alike that even their secret admirers cannot tell them apart and people tend to forget that they are individuals.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two strangers visit the dark memories of them falling out of love, to truly heal from their past and connect to one another.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juan and Pilar return to Mexico City on the same train. Destiny cross their paths in a taxi stop, off the train station. A cab arrives and they take each other's baggage by mistake. After that, they spend two days looking for each other, trying to recover their stuff. In the meantime, Juan reads Pilar's diary and she listens to his thoughts recorded on tape. Love begins to grow between these two proper strangers.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muraki, a hardboiled Yakuza gangster, has just been released from prison after serving a sentence for murder. Revisiting his old gambling haunts, he meets Saeko, a striking young upper-class woman who is out seeking thrills, and whose presence adds spice to the staid masculine underworld rituals. Muraki becomes her mentor while simultaneously coping with the shifts of power that have affected the gangs while he was interred. When he notices a rogue, drug-addicted young punk hanging around the gambling dens, he realizes that Saeko's insatiable lust for intense pleasures may be leading her to self-destruction.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Punjabi village undergoes a makeover to welcome a child born abroad.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An award winning Indie festival favorite, AESOP is a film about a company that has developed a pill that ends the aging process, meaning people will not age or die of old age. Unfortunately, not everyone will get it. Ruth works at AESOP, helping decide who gets the pill and who doesn't. She meets and falls in love with Marie, and eventually learns that Marie will not be eligible for the pill.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""The Anarchist's Wife"" is the story of Manuela who is left behind when her husband Justo fights for his ideals against Franco's Nationalists during the Spanish Civil War. He is deported to a concentration camp, and upon his release, continues the fight against nationalism in the French resistance. Years, pass without a word from him, but his wife never gives up hope of seeing him again.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diagnosed with cancer, Fanna falls in love with Shafik, the son of a criminal gang leader. Things get complicated when a rival gang attempts to kill Shafik. The younger brother of the rival gang leader is killed when Shafik saves Fanna after she is kidnapped. Trying to find a safe haven, the young lovers flee out of the country but the cancer returns aggressively.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julianna is a struggling actress in a dead end relationship with Danny, a fireman who no longer lights her fire. When she decides to leave him and go ""find herself"" she ends up falling in love with an egotistical director, Michael, who can barely fit her in between Pilates classes.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"She's a New Orleans gambler with a poker face no man can resist. And when she unwittingly wins a ""house of ill repute"" in a high-stakes card game, things start moving like a runaway train.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On a hot humid day, Singapore is shrouded by the haze from Indonesia. Two teenagers skip school to idle the time away, and an innocent love affair plays out indoors.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"After a plane crash, a young therapist, Claire, is assigned by her mentor to counsel the flight's five survivors. When they share their recollections of the incident -- which some say include an explosion that the airline claims never happened -- Claire is intrigued by Eric, the most secretive of the passengers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
